,precision,recall,f1-score,support
actinolite,0.25,0.16666666666666666,0.2,12.0
aegirine,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
albite,0.9862542955326461,0.8830769230769231,0.9318181818181818,325.0
almandine,1.0,1.0,1.0,65.0
analcime,0.1076923076923077,1.0,0.19444444444444445,7.0
andalusite,1.0,1.0,1.0,15.0
andradite,1.0,0.6666666666666666,0.8,3.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,0.25,0.625,0.35714285714285715,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
barylite,1.0,1.0,1.0,2.0
beryl,1.0,1.0,1.0,9.0
boracite,1.0,1.0,1.0,3.0
calcite,1.0,1.0,1.0,27.0
celadonite,1.0,1.0,1.0,3.0
chabazite-ca,1.0,1.0,1.0,2.0
chabazite-na,1.0,1.0,1.0,2.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,0.9836065573770492,0.9523809523809523,0.967741935483871,63.0
chromite,0.9704142011834319,0.9820359281437125,0.9761904761904762,334.0
clinozoisite,0.8333333333333334,1.0,0.9090909090909091,5.0
cordierite,1.0,1.0,1.0,3.0
cummingtonite,0.0,0.0,0.0,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.975,0.35013812154696133,0.5152439024390244,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.8,0.5714285714285714,0.6666666666666666,7.0
enstatite,0.9923896499238964,0.9863842662632375,0.9893778452200304,1322.0
epidote,0.0,0.0,0.0,4.0
fayalite,0.8134328358208955,0.990909090909091,0.8934426229508197,110.0
ferroedenite,0.012578616352201259,0.6666666666666666,0.024691358024691357,3.0
ferrosilite,0.9668615984405458,0.9841269841269841,0.9754178957718781,504.0
fluorapatite,0.996969696969697,0.986013986013986,0.9914615770969362,1001.0
fluorbuergerite,1.0,1.0,1.0,2.0
fluorite,1.0,1.0,1.0,3.0
forsterite,0.9992181391712275,0.9815668202764977,0.9903138318481208,1302.0
goethite,1.0,1.0,1.0,2.0
grossular,0.5,0.75,0.6,12.0
halite,1.0,1.0,1.0,2.0
harmotome,1.0,1.0,1.0,2.0
hauynite,1.0,1.0,1.0,2.0
hedenbergite,0.3487423521414004,0.9734345351043643,0.5135135135135135,527.0
hematite,1.0,1.0,1.0,5.0
heulandite ca,1.0,1.0,1.0,3.0
hydroxylapatite,0.23529411764705882,1.0,0.38095238095238093,4.0
ilmenite,0.9652777777777778,0.9875666074600356,0.9762949956101844,563.0
johannsenite,1.0,1.0,1.0,3.0
kaersutite,0.7272727272727273,0.27586206896551724,0.4,29.0
kalsilite,1.0,0.8333333333333334,0.9090909090909091,6.0
katophorite,0.3,1.0,0.46153846153846156,3.0
laumontite,1.0,1.0,1.0,5.0
leucite,1.0,0.9785714285714285,0.9891696750902527,140.0
liebenbergite,1.0,1.0,1.0,3.0
magnesiohastingsite,0.0,0.0,0.0,4.0
magnesiohornblende,0.4444444444444444,0.14814814814814814,0.2222222222222222,27.0
magnesite,1.0,1.0,1.0,3.0
magnetite,0.989409984871407,0.9631811487481591,0.9761194029850746,679.0
malachite,1.0,1.0,1.0,3.0
malayaite,1.0,1.0,1.0,7.0
manganosite,1.0,1.0,1.0,2.0
marokite,1.0,1.0,1.0,3.0
monticellite,0.5,0.25,0.3333333333333333,4.0
muscovite,0.9902439024390244,0.871244635193133,0.9269406392694064,233.0
orthoclase,0.9802631578947368,0.9371069182389937,0.9581993569131833,159.0
paragonite,1.0,1.0,1.0,5.0
pargasite,0.5714285714285714,0.26666666666666666,0.36363636363636365,15.0
perovskite,0.9896907216494846,0.9896907216494846,0.9896907216494846,97.0
phlogopite,0.9805013927576601,0.9805013927576601,0.9805013927576601,359.0
powellite,1.0,1.0,1.0,3.0
pyrope,1.0,1.0,1.0,2.0
quartz,0.9649122807017544,0.9322033898305084,0.9482758620689655,59.0
richterite,0.9318181818181818,0.9534883720930233,0.9425287356321839,43.0
rutile,0.9878048780487805,0.9759036144578314,0.9818181818181818,83.0
sapphirine,1.0,1.0,1.0,3.0
schorl,1.0,1.0,1.0,3.0
serendibite,1.0,1.0,1.0,2.0
sodalite,1.0,1.0,1.0,32.0
stilbite-ca,1.0,1.0,1.0,3.0
titanite,0.9906103286384976,0.5877437325905293,0.7377622377622378,359.0
trevorite,1.0,1.0,1.0,5.0
tschermakite,0.05405405405405406,0.18181818181818182,0.08333333333333333,11.0
witherite,1.0,1.0,1.0,3.0
wollastonite,1.0,1.0,1.0,3.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.8649166506993677,0.8649166506993677,0.8649166506993677,0.8649166506993677
macro avg,0.8482800684666881,0.8642689396838501,0.8332611410893764,10438.0
weighted avg,0.9434063528903781,0.8649166506993677,0.8729742500036676,10438.0
