,precision,recall,f1-score,support
actinolite,0.003043367993913264,1.0,0.00606826801517067,12.0
aegirine,1.0,1.0,1.0,6.0
albite,0.9662162162162162,0.44,0.6046511627906976,325.0
analcime,1.0,0.14285714285714285,0.25,7.0
andalusite,1.0,1.0,1.0,15.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,0.0,0.0,0.0,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
beryl,1.0,1.0,1.0,9.0
chambersite,0.8,1.0,0.8888888888888888,4.0
chloroapatite,0.9545454545454546,1.0,0.9767441860465116,63.0
chromite,1.0,0.9311377245508982,0.9643410852713178,334.0
clinozoisite,0.0,0.0,0.0,5.0
cummingtonite,0.0,0.0,0.0,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,1.0,0.0020718232044198894,0.004135079255685734,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.0,0.0,0.0,7.0
enstatite,0.0,0.0,0.0,1322.0
epidote,0.0,0.0,0.0,4.0
fayalite,0.2727272727272727,0.02727272727272727,0.049586776859504134,110.0
forsterite,1.0,0.004608294930875576,0.009174311926605505,1302.0
grossular,0.5,0.3333333333333333,0.4,12.0
hematite,1.0,1.0,1.0,5.0
hydroxylapatite,1.0,1.0,1.0,4.0
kaersutite,0.027624309392265192,0.6896551724137931,0.05312084993359894,29.0
kalsilite,0.038461538461538464,1.0,0.07407407407407407,6.0
laumontite,1.0,1.0,1.0,5.0
leucite,0.7311827956989247,0.9714285714285714,0.8343558282208589,140.0
malayaite,1.0,1.0,1.0,7.0
monticellite,1.0,0.5,0.6666666666666666,4.0
muscovite,0.9393939393939394,0.13304721030042918,0.23308270676691728,233.0
orthoclase,0.9451219512195121,0.9748427672955975,0.9597523219814241,159.0
paragonite,0.0,0.0,0.0,5.0
pargasite,0.0,0.0,0.0,15.0
perovskite,0.9090909090909091,0.5154639175257731,0.6578947368421053,97.0
quartz,1.0,0.3389830508474576,0.5063291139240507,59.0
richterite,0.0,0.0,0.0,43.0
rutile,1.0,0.7831325301204819,0.8783783783783784,83.0
sodalite,1.0,0.84375,0.9152542372881356,32.0
titanite,0.7446808510638298,0.09749303621169916,0.1724137931034483,359.0
trevorite,0.8333333333333334,1.0,0.9090909090909091,5.0
tschermakite,0.0,0.0,0.0,11.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.22050583068302287,0.22050583068302287,0.22050583068302287,0.22050583068302287
macro avg,0.6592315986474913,0.5717572733842933,0.5336445194516656,6603.0
weighted avg,0.737336469548182,0.22050583068302287,0.2360134755824245,6603.0
