,precision,recall,f1-score,support
actinolite,0.007913669064748202,0.9166666666666666,0.015691868758915834,12.0
aegirine,1.0,0.6666666666666666,0.8,6.0
albite,0.9541284403669725,0.96,0.9570552147239264,325.0
analcime,0.3333333333333333,0.8571428571428571,0.48,7.0
andalusite,1.0,1.0,1.0,15.0
andradite,1.0,1.0,1.0,3.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,1.0,0.625,0.7692307692307693,8.0
azurite,0.7272727272727273,1.0,0.8421052631578947,8.0
barite,1.0,1.0,1.0,7.0
barylite,1.0,1.0,1.0,2.0
beryl,1.0,1.0,1.0,9.0
boracite,1.0,1.0,1.0,3.0
celadonite,0.0,0.0,0.0,3.0
chabazite-ca,1.0,1.0,1.0,2.0
chabazite-na,0.6666666666666666,1.0,0.8,2.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,0.9411764705882353,0.7619047619047619,0.8421052631578947,63.0
chromite,1.0,0.9131736526946108,0.9546165884194053,334.0
clinozoisite,0.5,1.0,0.6666666666666666,5.0
cordierite,1.0,1.0,1.0,3.0
cummingtonite,0.0,0.0,0.0,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.9952774498229043,0.5821823204419889,0.734640522875817,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.0,0.0,0.0,7.0
enstatite,0.92,0.01739788199697428,0.03414996288047513,1322.0
epidote,0.0,0.0,0.0,4.0
fayalite,0.6617647058823529,0.4090909090909091,0.5056179775280899,110.0
fluorite,1.0,1.0,1.0,3.0
forsterite,0.9941860465116279,0.9193548387096774,0.9553072625698324,1302.0
goethite,0.5,1.0,0.6666666666666666,2.0
grossular,0.9090909090909091,0.8333333333333334,0.8695652173913043,12.0
halite,1.0,1.0,1.0,2.0
harmotome,1.0,1.0,1.0,2.0
hauynite,0.6666666666666666,1.0,0.8,2.0
hematite,0.7142857142857143,1.0,0.8333333333333334,5.0
hydroxylapatite,0.2,1.0,0.3333333333333333,4.0
johannsenite,0.375,1.0,0.5454545454545454,3.0
kaersutite,0.29508196721311475,0.6206896551724138,0.4,29.0
kalsilite,1.0,1.0,1.0,6.0
katophorite,0.0,0.0,0.0,3.0
laumontite,1.0,1.0,1.0,5.0
leucite,0.9928571428571429,0.9928571428571429,0.9928571428571429,140.0
liebenbergite,1.0,1.0,1.0,3.0
magnesite,1.0,1.0,1.0,3.0
malachite,0.0,0.0,0.0,3.0
malayaite,0.0,0.0,0.0,7.0
manganosite,1.0,1.0,1.0,2.0
marokite,1.0,1.0,1.0,3.0
monticellite,1.0,1.0,1.0,4.0
muscovite,1.0,0.9785407725321889,0.9891540130151844,233.0
orthoclase,0.9934640522875817,0.9559748427672956,0.9743589743589743,159.0
paragonite,0.45454545454545453,1.0,0.625,5.0
pargasite,0.5,0.5333333333333333,0.5161290322580645,15.0
perovskite,1.0,1.0,1.0,97.0
powellite,1.0,1.0,1.0,3.0
pyrope,1.0,1.0,1.0,2.0
quartz,0.9827586206896551,0.9661016949152542,0.9743589743589743,59.0
richterite,0.868421052631579,0.7674418604651163,0.8148148148148148,43.0
rutile,1.0,1.0,1.0,83.0
sapphirine,0.17647058823529413,1.0,0.3,3.0
schorl,0.1875,1.0,0.3157894736842105,3.0
serendibite,0.3333333333333333,1.0,0.5,2.0
sodalite,1.0,0.8125,0.896551724137931,32.0
stilbite-ca,1.0,1.0,1.0,3.0
titanite,0.9942196531791907,0.958217270194986,0.975886524822695,359.0
trevorite,0.42857142857142855,0.6,0.5,5.0
tschermakite,0.0,0.0,0.0,11.0
witherite,1.0,1.0,1.0,3.0
wollastonite,0.6,1.0,0.75,3.0
zircon,1.0,0.983739837398374,0.9918032786885246,246.0
accuracy,0.6622715013485166,0.6622715013485166,0.6622715013485166,0.6622715013485166
macro avg,0.7343609179596755,0.814323754142841,0.7350311723492415,6674.0
weighted avg,0.9546108281731505,0.6622715013485166,0.7075140977621103,6674.0
