,precision,recall,f1-score,support
actinolite,0.8333333333333334,0.4166666666666667,0.5555555555555556,12.0
aegirine,1.0,1.0,1.0,6.0
albite,0.9847560975609756,0.9938461538461538,0.9892802450229708,325.0
almandine,0.9848484848484849,1.0,0.9923664122137404,65.0
analcime,1.0,0.7142857142857143,0.8333333333333334,7.0
andalusite,1.0,1.0,1.0,15.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,0.8571428571428571,0.75,0.8,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
beryl,1.0,1.0,1.0,9.0
calcite,1.0,1.0,1.0,27.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,1.0,0.9841269841269841,0.992,63.0
chromite,0.9910179640718563,0.9910179640718563,0.9910179640718563,334.0
clinozoisite,0.8333333333333334,1.0,0.9090909090909091,5.0
cummingtonite,1.0,0.5,0.6666666666666666,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.9808350444900753,0.9896408839779005,0.9852182880715022,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,1.0,0.8571428571428571,0.9230769230769231,7.0
enstatite,0.9931869795609387,0.9924357034795764,0.9928111993946274,1322.0
epidote,1.0,0.75,0.8571428571428571,4.0
fayalite,0.9907407407407407,0.9727272727272728,0.981651376146789,110.0
ferrosilite,0.9862475442043221,0.996031746031746,0.9911154985192497,504.0
fluorapatite,0.999001996007984,1.0,0.9995007488766849,1001.0
forsterite,0.9954022988505747,0.9976958525345622,0.996547756041427,1302.0
grossular,1.0,1.0,1.0,12.0
hedenbergite,0.9714285714285714,0.967741935483871,0.9695817490494296,527.0
hematite,1.0,1.0,1.0,5.0
hydroxylapatite,1.0,1.0,1.0,4.0
ilmenite,0.9894179894179894,0.998220640569395,0.9937998228520815,562.0
kaersutite,0.9655172413793104,0.9655172413793104,0.9655172413793104,29.0
kalsilite,1.0,1.0,1.0,6.0
laumontite,1.0,1.0,1.0,5.0
leucite,1.0,0.9857142857142858,0.9928057553956835,140.0
magnesiohastingsite,1.0,0.5,0.6666666666666666,4.0
magnesiohornblende,0.9,0.6666666666666666,0.7659574468085106,27.0
magnetite,0.9941089837997055,0.9941089837997055,0.9941089837997055,679.0
malayaite,1.0,1.0,1.0,7.0
monticellite,1.0,1.0,1.0,4.0
muscovite,0.9957081545064378,0.9957081545064378,0.9957081545064378,233.0
orthoclase,0.9693251533742331,0.9937106918238994,0.9813664596273292,159.0
paragonite,1.0,1.0,1.0,5.0
pargasite,0.9285714285714286,0.8666666666666667,0.896551724137931,15.0
perovskite,0.9896907216494846,0.9896907216494846,0.9896907216494846,97.0
phlogopite,0.9972067039106145,0.9944289693593314,0.99581589958159,359.0
quartz,0.9833333333333333,1.0,0.9915966386554622,59.0
richterite,1.0,0.9534883720930233,0.9761904761904762,43.0
rutile,1.0,1.0,1.0,83.0
sodalite,1.0,1.0,1.0,32.0
titanite,0.9971910112359551,0.9888579387186629,0.993006993006993,359.0
trevorite,1.0,1.0,1.0,5.0
tschermakite,0.75,0.8181818181818182,0.782608695652174,11.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.9897663641629658,0.9897663641629658,0.9897663641629658,0.9897663641629658
macro avg,0.9792971993955006,0.9378967433727973,0.9528608938578974,10358.0
weighted avg,0.9896692936310575,0.9897663641629658,0.9894613528750212,10358.0
