,precision,recall,f1-score,support
actinolite,0.0,0.0,0.0,12.0
aegirine,0.5,0.3333333333333333,0.4,6.0
albite,0.9640287769784173,0.8246153846153846,0.8888888888888888,325.0
analcime,1.0,0.7142857142857143,0.8333333333333334,7.0
andalusite,0.9375,1.0,0.967741935483871,15.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,0.4444444444444444,0.5,0.47058823529411764,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
beryl,1.0,1.0,1.0,9.0
chambersite,0.6666666666666666,1.0,0.8,4.0
chloroapatite,0.6216216216216216,0.7301587301587301,0.6715328467153284,63.0
chromite,1.0,0.7904191616766467,0.882943143812709,334.0
clinozoisite,0.0,0.0,0.0,5.0
cummingtonite,0.0,0.0,0.0,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.37166537166537167,0.9910220994475138,0.5405914484837069,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.0,0.0,0.0,7.0
enstatite,0.8985507246376812,0.046898638426626324,0.08914450035945364,1322.0
epidote,0.0,0.0,0.0,4.0
fayalite,0.8780487804878049,0.6545454545454545,0.75,110.0
forsterite,0.9943977591036415,0.2726574500768049,0.4279686558167571,1302.0
grossular,0.09433962264150944,0.4166666666666667,0.15384615384615385,12.0
hematite,0.7142857142857143,1.0,0.8333333333333334,5.0
hydroxylapatite,0.16666666666666666,1.0,0.2857142857142857,4.0
kaersutite,0.0,0.0,0.0,29.0
kalsilite,0.46153846153846156,1.0,0.631578947368421,6.0
laumontite,0.7142857142857143,1.0,0.8333333333333334,5.0
leucite,1.0,0.8,0.8888888888888888,140.0
malayaite,0.0,0.0,0.0,7.0
monticellite,0.10810810810810811,1.0,0.1951219512195122,4.0
muscovite,1.0,0.4592274678111588,0.6294117647058823,233.0
orthoclase,0.877906976744186,0.949685534591195,0.9123867069486404,159.0
paragonite,0.29411764705882354,1.0,0.45454545454545453,5.0
pargasite,0.0,0.0,0.0,15.0
perovskite,0.92,0.711340206185567,0.8023255813953488,97.0
quartz,0.9827586206896551,0.9661016949152542,0.9743589743589743,59.0
richterite,0.0,0.0,0.0,43.0
rutile,1.0,1.0,1.0,83.0
sodalite,0.0,0.0,0.0,32.0
titanite,0.9963898916967509,0.7688022284122563,0.8679245283018868,359.0
trevorite,0.75,0.6,0.6666666666666666,5.0
tschermakite,0.0,0.0,0.0,11.0
zircon,1.0,0.9959349593495935,0.9979633401221996,246.0
accuracy,0.5656519763743753,0.5656519763743753,0.5656519763743753,0.5656519763743753
macro avg,0.5857182570960274,0.6116821049888422,0.5522251755319367,6603.0
weighted avg,0.7972104787235758,0.5656519763743753,0.5263085203578033,6603.0
