,precision,recall,f1-score,support
actinolite,0.75,0.75,0.75,12.0
aegirine,1.0,1.0,1.0,6.0
albite,0.9847560975609756,0.9938461538461538,0.9892802450229708,325.0
almandine,1.0,1.0,1.0,65.0
analcime,1.0,1.0,1.0,7.0
andalusite,1.0,1.0,1.0,15.0
andradite,1.0,1.0,1.0,3.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,1.0,0.625,0.7692307692307693,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
barylite,1.0,1.0,1.0,2.0
beryl,1.0,1.0,1.0,9.0
boracite,1.0,1.0,1.0,3.0
calcite,1.0,1.0,1.0,27.0
celadonite,1.0,1.0,1.0,3.0
chabazite-ca,1.0,1.0,1.0,2.0
chabazite-na,1.0,1.0,1.0,2.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,1.0,1.0,1.0,63.0
chromite,0.9910714285714286,0.9970059880239521,0.9940298507462687,334.0
clinozoisite,0.8333333333333334,1.0,0.9090909090909091,5.0
cordierite,1.0,1.0,1.0,3.0
cummingtonite,0.75,1.0,0.8571428571428571,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.9889349930843707,0.9875690607734806,0.9882515549412578,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,1.0,0.7142857142857143,0.8333333333333334,7.0
enstatite,0.9931766489764974,0.9909228441754917,0.9920484664899659,1322.0
epidote,1.0,1.0,1.0,4.0
fayalite,0.990990990990991,1.0,0.995475113122172,110.0
ferroedenite,0.5,0.6666666666666666,0.5714285714285714,3.0
ferrosilite,0.9724409448818898,0.9801587301587301,0.9762845849802372,504.0
fluorapatite,0.998,0.997002997002997,0.9975012493753124,1001.0
fluorbuergerite,1.0,1.0,1.0,2.0
fluorite,1.0,1.0,1.0,3.0
forsterite,0.9954093343534812,0.999231950844854,0.9973169796857033,1302.0
goethite,1.0,1.0,1.0,2.0
grossular,1.0,1.0,1.0,12.0
halite,1.0,1.0,1.0,2.0
harmotome,1.0,1.0,1.0,2.0
hauynite,1.0,1.0,1.0,2.0
hedenbergite,0.9655172413793104,0.9563567362428842,0.9609151572926596,527.0
hematite,1.0,1.0,1.0,5.0
heulandite ca,1.0,1.0,1.0,3.0
hydroxylapatite,1.0,1.0,1.0,4.0
ilmenite,0.9982238010657194,0.9982238010657194,0.9982238010657194,563.0
johannsenite,1.0,1.0,1.0,3.0
kaersutite,0.9629629629629629,0.896551724137931,0.9285714285714286,29.0
kalsilite,1.0,1.0,1.0,6.0
katophorite,1.0,0.6666666666666666,0.8,3.0
laumontite,1.0,1.0,1.0,5.0
leucite,1.0,1.0,1.0,140.0
liebenbergite,1.0,1.0,1.0,3.0
magnesiohastingsite,0.25,0.25,0.25,4.0
magnesiohornblende,0.8846153846153846,0.8518518518518519,0.8679245283018868,27.0
magnesite,1.0,1.0,1.0,3.0
magnetite,0.9985207100591716,0.9941089837997055,0.996309963099631,679.0
malachite,1.0,1.0,1.0,3.0
malayaite,1.0,1.0,1.0,7.0
manganosite,1.0,1.0,1.0,2.0
marokite,1.0,1.0,1.0,3.0
monticellite,1.0,1.0,1.0,4.0
muscovite,0.9957264957264957,1.0,0.9978586723768736,233.0
orthoclase,0.99375,1.0,0.9968652037617555,159.0
paragonite,1.0,1.0,1.0,5.0
pargasite,0.7692307692307693,0.6666666666666666,0.7142857142857143,15.0
perovskite,1.0,1.0,1.0,97.0
phlogopite,0.9972144846796658,0.9972144846796658,0.9972144846796658,359.0
powellite,1.0,1.0,1.0,3.0
pyrope,1.0,1.0,1.0,2.0
quartz,0.9833333333333333,1.0,0.9915966386554622,59.0
richterite,1.0,1.0,1.0,43.0
rutile,0.9880952380952381,1.0,0.9940119760479041,83.0
sapphirine,1.0,1.0,1.0,3.0
schorl,1.0,1.0,1.0,3.0
serendibite,1.0,1.0,1.0,2.0
sodalite,1.0,1.0,1.0,32.0
stilbite-ca,1.0,1.0,1.0,3.0
titanite,0.9916434540389972,0.9916434540389972,0.9916434540389972,359.0
trevorite,1.0,1.0,1.0,5.0
tschermakite,0.7692307692307693,0.9090909090909091,0.8333333333333334,11.0
witherite,1.0,1.0,1.0,3.0
wollastonite,1.0,1.0,1.0,3.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.9899406016478253,0.9899406016478253,0.9899406016478253,0.9899406016478253
macro avg,0.9681903343078917,0.9632948868708121,0.9639902216482513,10438.0
weighted avg,0.9900364666208195,0.9899406016478253,0.9898920650547287,10438.0
