,precision,recall,f1-score,support
actinolite,0.003772161448509996,0.8333333333333334,0.007510326699211416,12.0
aegirine,1.0,1.0,1.0,6.0
albite,0.9554896142433235,0.9907692307692307,0.972809667673716,325.0
analcime,0.7142857142857143,0.7142857142857143,0.7142857142857143,7.0
andalusite,0.9375,1.0,0.967741935483871,15.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,0.8,0.5,0.6153846153846154,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
beryl,1.0,1.0,1.0,9.0
chambersite,0.11764705882352941,1.0,0.21052631578947367,4.0
chloroapatite,0.9636363636363636,0.8412698412698413,0.8983050847457628,63.0
chromite,0.9809523809523809,0.9251497005988024,0.9522342064714946,334.0
clinozoisite,0.6,0.6,0.6,5.0
cummingtonite,0.0,0.0,0.0,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.9972067039106145,0.24654696132596685,0.3953488372093023,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.0,0.0,0.0,7.0
enstatite,0.9823321554770318,0.2102874432677761,0.34641744548286607,1322.0
epidote,0.0,0.0,0.0,4.0
fayalite,0.5555555555555556,0.18181818181818182,0.273972602739726,110.0
forsterite,1.0,0.017665130568356373,0.03471698113207547,1302.0
grossular,0.7857142857142857,0.9166666666666666,0.8461538461538461,12.0
hematite,0.7142857142857143,1.0,0.8333333333333334,5.0
hydroxylapatite,0.2222222222222222,1.0,0.36363636363636365,4.0
kaersutite,0.6428571428571429,0.6206896551724138,0.631578947368421,29.0
kalsilite,0.46153846153846156,1.0,0.631578947368421,6.0
laumontite,0.7142857142857143,1.0,0.8333333333333334,5.0
leucite,0.9855072463768116,0.9714285714285714,0.9784172661870504,140.0
malayaite,0.0,0.0,0.0,7.0
monticellite,1.0,1.0,1.0,4.0
muscovite,1.0,0.9699570815450643,0.9847494553376906,233.0
orthoclase,0.967741935483871,0.9433962264150944,0.9554140127388535,159.0
paragonite,0.7142857142857143,1.0,0.8333333333333334,5.0
pargasite,1.0,0.06666666666666667,0.125,15.0
perovskite,1.0,0.9896907216494846,0.9948186528497409,97.0
quartz,0.9827586206896551,0.9661016949152542,0.9743589743589743,59.0
richterite,0.9722222222222222,0.813953488372093,0.8860759493670886,43.0
rutile,0.9880952380952381,1.0,0.9940119760479041,83.0
sodalite,0.2,0.03125,0.05405405405405406,32.0
titanite,0.9970674486803519,0.947075208913649,0.9714285714285714,359.0
trevorite,0.5,0.6,0.5454545454545454,5.0
tschermakite,0.012127894156560088,1.0,0.023965141612200435,11.0
zircon,1.0,0.9959349593495935,0.9979633401221996,246.0
accuracy,0.4417688929274572,0.4417688929274572,0.4417688929274572,0.4417688929274572
macro avg,0.7215352793161552,0.73097636618515,0.6543980839374168,6603.0
weighted avg,0.966778108267742,0.4417688929274572,0.5059696088147368,6603.0
