,precision,recall,f1-score,support
actinolite,0.0,0.0,0.0,12.0
aegirine,1.0,0.6666666666666666,0.8,6.0
albite,0.9814814814814815,0.9784615384615385,0.9799691833590138,325.0
almandine,1.0,1.0,1.0,65.0
analcime,1.0,0.8571428571428571,0.9230769230769231,7.0
andalusite,1.0,1.0,1.0,15.0
andradite,1.0,0.3333333333333333,0.5,3.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,1.0,0.25,0.4,8.0
azurite,0.7272727272727273,1.0,0.8421052631578947,8.0
barite,1.0,1.0,1.0,7.0
barylite,1.0,1.0,1.0,2.0
beryl,1.0,1.0,1.0,9.0
boracite,1.0,1.0,1.0,3.0
calcite,1.0,1.0,1.0,27.0
celadonite,0.0,0.0,0.0,3.0
chabazite-ca,1.0,1.0,1.0,2.0
chabazite-na,1.0,1.0,1.0,2.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,1.0,0.8888888888888888,0.9411764705882353,63.0
chromite,0.9732142857142857,0.9790419161676647,0.9761194029850746,334.0
clinozoisite,1.0,0.2,0.3333333333333333,5.0
cordierite,1.0,0.3333333333333333,0.5,3.0
cummingtonite,0.0,0.0,0.0,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.9485294117647058,0.356353591160221,0.5180722891566265,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.0,0.0,0.0,7.0
enstatite,0.9878787878787879,0.9863842662632375,0.9871309613928841,1322.0
epidote,0.0,0.0,0.0,4.0
fayalite,0.9074074074074074,0.8909090909090909,0.8990825688073395,110.0
ferroedenite,0.009174311926605505,0.6666666666666666,0.01809954751131222,3.0
ferrosilite,0.96875,0.9841269841269841,0.9763779527559056,504.0
fluorapatite,0.9930555555555556,1.0,0.9965156794425087,1001.0
fluorbuergerite,1.0,1.0,1.0,2.0
fluorite,1.0,1.0,1.0,3.0
forsterite,0.9915384615384616,0.9900153609831029,0.9907763259031515,1302.0
goethite,1.0,1.0,1.0,2.0
grossular,0.5333333333333333,0.6666666666666666,0.5925925925925926,12.0
halite,1.0,1.0,1.0,2.0
harmotome,1.0,1.0,1.0,2.0
hauynite,1.0,1.0,1.0,2.0
hedenbergite,0.34823848238482386,0.9753320683111955,0.5132301547678483,527.0
hematite,1.0,1.0,1.0,5.0
heulandite ca,1.0,1.0,1.0,3.0
hydroxylapatite,1.0,1.0,1.0,4.0
ilmenite,0.9587628865979382,0.9911190053285968,0.9746724890829694,563.0
johannsenite,1.0,1.0,1.0,3.0
kaersutite,1.0,0.06896551724137931,0.12903225806451613,29.0
kalsilite,1.0,0.6666666666666666,0.8,6.0
katophorite,0.0,0.0,0.0,3.0
laumontite,1.0,1.0,1.0,5.0
leucite,0.9710144927536232,0.9571428571428572,0.9640287769784173,140.0
liebenbergite,1.0,1.0,1.0,3.0
magnesiohastingsite,0.17647058823529413,0.75,0.2857142857142857,4.0
magnesiohornblende,0.2857142857142857,0.14814814814814814,0.1951219512195122,27.0
magnesite,1.0,1.0,1.0,3.0
magnetite,0.9879336349924586,0.9646539027982327,0.9761549925484352,679.0
malachite,0.0,0.0,0.0,3.0
malayaite,1.0,1.0,1.0,7.0
manganosite,1.0,1.0,1.0,2.0
marokite,1.0,1.0,1.0,3.0
monticellite,1.0,0.25,0.4,4.0
muscovite,0.974025974025974,0.9656652360515021,0.9698275862068966,233.0
orthoclase,0.9807692307692307,0.9622641509433962,0.9714285714285714,159.0
paragonite,0.0,0.0,0.0,5.0
pargasite,1.0,0.13333333333333333,0.23529411764705882,15.0
perovskite,1.0,0.979381443298969,0.9895833333333334,97.0
phlogopite,0.9391534391534392,0.9888579387186629,0.9633649932157394,359.0
powellite,1.0,1.0,1.0,3.0
pyrope,1.0,1.0,1.0,2.0
quartz,0.98,0.8305084745762712,0.8990825688073395,59.0
richterite,0.9310344827586207,0.627906976744186,0.75,43.0
rutile,0.987012987012987,0.9156626506024096,0.95,83.0
sapphirine,1.0,1.0,1.0,3.0
schorl,1.0,1.0,1.0,3.0
serendibite,1.0,1.0,1.0,2.0
sodalite,1.0,0.96875,0.9841269841269841,32.0
stilbite-ca,1.0,1.0,1.0,3.0
titanite,0.972972972972973,0.6016713091922006,0.7435456110154905,359.0
trevorite,1.0,1.0,1.0,5.0
tschermakite,0.0,0.0,0.0,11.0
witherite,1.0,1.0,1.0,3.0
wollastonite,1.0,1.0,1.0,3.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.8664495114006515,0.8664495114006515,0.8664495114006515,0.8664495114006515
macro avg,0.8413498731911175,0.773812009880803,0.7749251431555318,10438.0
weighted avg,0.9366179564267642,0.8664495114006515,0.8712775294255775,10438.0
