,precision,recall,f1-score,support
actinolite,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
aegirine,1.0,1.0,1.0,6.0
albite,0.99079754601227,0.9938461538461538,0.9923195084485407,325.0
almandine,1.0,1.0,1.0,65.0
analcime,1.0,0.7142857142857143,0.8333333333333334,7.0
andalusite,1.0,1.0,1.0,15.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,0.8571428571428571,0.75,0.8,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
beryl,1.0,1.0,1.0,9.0
calcite,1.0,1.0,1.0,27.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,1.0,0.9523809523809523,0.975609756097561,63.0
chromite,0.990990990990991,0.9880239520958084,0.9895052473763118,334.0
clinozoisite,1.0,1.0,1.0,5.0
cummingtonite,1.0,0.5,0.6666666666666666,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.9689189189189189,0.9903314917127072,0.9795081967213115,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,1.0,0.7142857142857143,0.8333333333333334,7.0
enstatite,0.9924242424242424,0.9909228441754917,0.991672975018925,1322.0
epidote,0.8,1.0,0.8888888888888888,4.0
fayalite,0.9908256880733946,0.9818181818181818,0.9863013698630136,110.0
ferrosilite,0.9823874755381604,0.996031746031746,0.9891625615763546,504.0
fluorapatite,0.9970119521912351,1.0,0.9985037406483791,1001.0
forsterite,0.9946401225114855,0.9976958525345622,0.9961656441717791,1302.0
grossular,1.0,0.9166666666666666,0.9565217391304348,12.0
hedenbergite,0.9629629629629629,0.937381404174573,0.95,527.0
hematite,1.0,1.0,1.0,5.0
hydroxylapatite,1.0,1.0,1.0,4.0
ilmenite,0.9929078014184397,0.99644128113879,0.9946714031971581,562.0
kaersutite,0.8484848484848485,0.9655172413793104,0.9032258064516129,29.0
kalsilite,1.0,1.0,1.0,6.0
laumontite,1.0,1.0,1.0,5.0
leucite,1.0,0.9857142857142858,0.9928057553956835,140.0
magnesiohastingsite,1.0,0.25,0.4,4.0
magnesiohornblende,0.8947368421052632,0.6296296296296297,0.7391304347826086,27.0
magnetite,0.9882869692532943,0.9941089837997055,0.9911894273127754,679.0
malayaite,1.0,1.0,1.0,7.0
monticellite,1.0,1.0,1.0,4.0
muscovite,0.9872881355932204,1.0,0.9936034115138592,233.0
orthoclase,0.9695121951219512,1.0,0.9845201238390093,159.0
paragonite,1.0,1.0,1.0,5.0
pargasite,0.8888888888888888,0.5333333333333333,0.6666666666666666,15.0
perovskite,0.9896907216494846,0.9896907216494846,0.9896907216494846,97.0
phlogopite,0.9971910112359551,0.9888579387186629,0.993006993006993,359.0
quartz,0.9833333333333333,1.0,0.9915966386554622,59.0
richterite,1.0,0.9302325581395349,0.963855421686747,43.0
rutile,1.0,1.0,1.0,83.0
sodalite,1.0,1.0,1.0,32.0
titanite,0.9971910112359551,0.9888579387186629,0.993006993006993,359.0
trevorite,1.0,1.0,1.0,5.0
tschermakite,0.6363636363636364,0.6363636363636364,0.6363636363636364,11.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.98648387719637,0.98648387719637,0.98648387719637,0.98648387719637
macro avg,0.9703389966930446,0.9178015434410904,0.9332271465721852,10358.0
weighted avg,0.9861953553218588,0.98648387719637,0.9858096305495395,10358.0
