,precision,recall,f1-score,support
actinolite,0.18181818181818182,0.16666666666666666,0.17391304347826086,12.0
aegirine,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
albite,0.9895833333333334,0.8769230769230769,0.9298531810766721,325.0
almandine,1.0,1.0,1.0,65.0
analcime,0.15789473684210525,0.8571428571428571,0.26666666666666666,7.0
andalusite,1.0,1.0,1.0,15.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,0.1875,0.75,0.3,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
beryl,1.0,1.0,1.0,9.0
calcite,1.0,1.0,1.0,27.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,0.967741935483871,0.9523809523809523,0.96,63.0
chromite,0.9533527696793003,0.9790419161676647,0.96602658788774,334.0
clinozoisite,0.625,1.0,0.7692307692307693,5.0
cummingtonite,0.3,0.5,0.375,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.984375,0.34806629834254144,0.5142857142857142,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.46153846153846156,0.8571428571428571,0.6,7.0
enstatite,0.990874524714829,0.9856278366111951,0.9882442169131589,1322.0
epidote,0.0,0.0,0.0,4.0
fayalite,0.7571428571428571,0.9636363636363636,0.848,110.0
ferrosilite,0.9708171206225681,0.9900793650793651,0.9803536345776032,504.0
fluorapatite,0.9969604863221885,0.983016983016983,0.9899396378269618,1001.0
forsterite,0.998422712933754,0.9723502304147466,0.9852140077821012,1302.0
grossular,0.2916666666666667,0.5833333333333334,0.3888888888888889,12.0
hedenbergite,0.35020519835841313,0.9715370018975332,0.514831573655103,527.0
hematite,1.0,1.0,1.0,5.0
hydroxylapatite,0.2222222222222222,1.0,0.36363636363636365,4.0
ilmenite,0.9770723104056437,0.9857651245551602,0.9813994685562445,562.0
kaersutite,0.52,0.4482758620689655,0.48148148148148145,29.0
kalsilite,1.0,1.0,1.0,6.0
laumontite,1.0,1.0,1.0,5.0
leucite,0.9854014598540146,0.9642857142857143,0.9747292418772563,140.0
magnesiohastingsite,0.3333333333333333,0.25,0.2857142857142857,4.0
magnesiohornblende,0.42857142857142855,0.1111111111111111,0.17647058823529413,27.0
magnetite,0.9879336349924586,0.9646539027982327,0.9761549925484352,679.0
malayaite,1.0,1.0,1.0,7.0
monticellite,0.75,0.75,0.75,4.0
muscovite,0.9859154929577465,0.9012875536480687,0.9417040358744395,233.0
orthoclase,0.9683544303797469,0.9622641509433962,0.9652996845425867,159.0
paragonite,1.0,1.0,1.0,5.0
pargasite,0.5882352941176471,0.6666666666666666,0.625,15.0
perovskite,0.9895833333333334,0.979381443298969,0.9844559585492227,97.0
phlogopite,0.9887005649717514,0.9749303621169917,0.9817671809256662,359.0
quartz,0.9666666666666667,0.9830508474576272,0.9747899159663865,59.0
richterite,0.9318181818181818,0.9534883720930233,0.9425287356321839,43.0
rutile,1.0,0.9518072289156626,0.9753086419753086,83.0
sodalite,1.0,1.0,1.0,32.0
titanite,0.9717868338557993,0.8635097493036211,0.9144542772861357,359.0
trevorite,1.0,1.0,1.0,5.0
tschermakite,0.0547945205479452,0.36363636363636365,0.09523809523809523,11.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.873913882988994,0.873913882988994,0.873913882988994,0.873913882988994
macro avg,0.7936112186694142,0.8480798822725283,0.7958893491571337,10358.0
weighted avg,0.9426111280285916,0.873913882988994,0.8782450056912167,10358.0
