,precision,recall,f1-score,support
actinolite,0.9,0.75,0.8181818181818182,12.0
albite,0.9907407407407407,0.9876923076923076,0.9892141756548536,325.0
almandine,0.9848484848484849,1.0,0.9923664122137404,65.0
andalusite,1.0,1.0,1.0,15.0
calcite,1.0,1.0,1.0,27.0
chloroapatite,1.0,1.0,1.0,63.0
chromite,0.982089552238806,0.9850299401197605,0.9835575485799701,334.0
diopside,0.9835051546391752,0.9882596685082873,0.9858766792972786,1448.0
dolomite,1.0,1.0,1.0,32.0
enstatite,0.9902255639097745,0.9962178517397882,0.9932126696832579,1322.0
fayalite,0.9821428571428571,1.0,0.990990990990991,110.0
ferrosilite,0.9880478087649402,0.9841269841269841,0.9860834990059643,504.0
fluorapatite,1.0,1.0,1.0,1001.0
forsterite,1.0,0.9969278033794163,0.9984615384615385,1302.0
grossular,1.0,0.9166666666666666,0.9565217391304348,12.0
hedenbergite,0.982725527831094,0.9715370018975332,0.9770992366412213,527.0
ilmenite,0.9982046678635548,0.9893238434163701,0.9937444146559428,562.0
kaersutite,0.9285714285714286,0.896551724137931,0.9122807017543859,29.0
leucite,0.9928057553956835,0.9857142857142858,0.989247311827957,140.0
magnesiohornblende,0.8461538461538461,0.8148148148148148,0.8301886792452831,27.0
magnetite,0.986784140969163,0.9896907216494846,0.9882352941176471,679.0
muscovite,0.9956896551724138,0.9914163090128756,0.9935483870967742,233.0
orthoclase,0.9936305732484076,0.9811320754716981,0.9873417721518988,159.0
pargasite,0.7857142857142857,0.7333333333333333,0.7586206896551724,15.0
perovskite,1.0,1.0,1.0,97.0
phlogopite,0.9916434540389972,0.9916434540389972,0.9916434540389972,359.0
quartz,0.9830508474576272,0.9830508474576272,0.9830508474576272,59.0
richterite,1.0,1.0,1.0,43.0
rutile,0.9764705882352941,1.0,0.9880952380952381,83.0
sodalite,0.9696969696969697,1.0,0.9846153846153847,32.0
titanite,1.0,1.0,1.0,359.0
tschermakite,0.6923076923076923,0.8181818181818182,0.75,11.0
zircon,0.9879032258064516,0.9959349593495935,0.9919028340080972,246.0
accuracy,0.9901290070367474,0.9901290070367474,0.9901290070367474,0.9901290070367474
macro avg,0.9670591763862936,0.9620377700215023,0.9640630701988325,10232.0
weighted avg,0.9901481837737115,0.9901290070367474,0.9901100553820189,10232.0
