,precision,recall,f1-score,support
actinolite,1.0,0.9166666666666666,0.9565217391304348,12.0
aegirine,0.8571428571428571,1.0,0.9230769230769231,6.0
albite,0.9907407407407407,0.9876923076923076,0.9892141756548536,325.0
almandine,0.9846153846153847,0.9846153846153847,0.9846153846153847,65.0
analcime,0.5714285714285714,0.5714285714285714,0.5714285714285714,7.0
andalusite,1.0,1.0,1.0,15.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,1.0,0.75,0.8571428571428571,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
beryl,1.0,1.0,1.0,9.0
calcite,1.0,1.0,1.0,27.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,1.0,0.9682539682539683,0.9838709677419355,63.0
chromite,0.9850299401197605,0.9850299401197605,0.9850299401197605,334.0
clinozoisite,0.8333333333333334,1.0,0.9090909090909091,5.0
cummingtonite,0.8571428571428571,1.0,0.9230769230769231,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.9869325997248969,0.9910220994475138,0.988973121984838,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
enstatite,0.9939393939393939,0.9924357034795764,0.9931869795609387,1322.0
epidote,1.0,1.0,1.0,4.0
fayalite,0.9905660377358491,0.9545454545454546,0.9722222222222222,110.0
ferrosilite,0.9841897233201581,0.9880952380952381,0.9861386138613861,504.0
fluorapatite,0.997002997002997,0.997002997002997,0.997002997002997,1001.0
forsterite,0.9969301611665388,0.9976958525345622,0.9973128598848369,1302.0
grossular,1.0,1.0,1.0,12.0
hedenbergite,0.9807321772639692,0.9658444022770398,0.9732313575525813,527.0
hematite,1.0,1.0,1.0,5.0
hydroxylapatite,0.8,1.0,0.8888888888888888,4.0
ilmenite,0.9982174688057041,0.99644128113879,0.9973285841495992,562.0
kaersutite,0.8666666666666667,0.896551724137931,0.8813559322033898,29.0
kalsilite,1.0,1.0,1.0,6.0
laumontite,1.0,1.0,1.0,5.0
leucite,0.9855072463768116,0.9714285714285714,0.9784172661870504,140.0
magnesiohastingsite,0.5,0.5,0.5,4.0
magnesiohornblende,0.7586206896551724,0.8148148148148148,0.7857142857142857,27.0
magnetite,0.9911373707533235,0.9882179675994109,0.9896755162241888,679.0
malayaite,1.0,1.0,1.0,7.0
monticellite,1.0,1.0,1.0,4.0
muscovite,0.9957264957264957,1.0,0.9978586723768736,233.0
orthoclase,0.9754601226993865,1.0,0.9875776397515528,159.0
paragonite,1.0,1.0,1.0,5.0
pargasite,0.6666666666666666,0.6666666666666666,0.6666666666666666,15.0
perovskite,0.9897959183673469,1.0,0.9948717948717949,97.0
phlogopite,0.9943820224719101,0.9860724233983287,0.9902097902097902,359.0
quartz,0.9516129032258065,1.0,0.9752066115702479,59.0
richterite,0.975609756097561,0.9302325581395349,0.9523809523809523,43.0
rutile,1.0,1.0,1.0,83.0
sodalite,1.0,0.96875,0.9841269841269841,32.0
titanite,0.9916434540389972,0.9916434540389972,0.9916434540389972,359.0
trevorite,0.8333333333333334,1.0,0.9090909090909091,5.0
tschermakite,0.5,0.7272727272727273,0.5925925925925926,11.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.9883182081482912,0.9883182081482912,0.9883182081482912,0.9883182081482912
macro avg,0.9389318135764608,0.9517375205806851,0.9438524716606541,10358.0
weighted avg,0.9887023215034463,0.9883182081482912,0.9884312052510705,10358.0
