,precision,recall,f1-score,support
actinolite,1.0,0.25,0.4,12.0
aegirine,1.0,0.8333333333333334,0.9090909090909091,6.0
albite,0.9817629179331308,0.9938461538461538,0.9877675840978594,325.0
almandine,0.9558823529411765,1.0,0.9774436090225563,65.0
analcime,1.0,1.0,1.0,7.0
andalusite,1.0,1.0,1.0,15.0
andradite,1.0,1.0,1.0,3.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,1.0,0.625,0.7692307692307693,8.0
azurite,1.0,1.0,1.0,8.0
barite,1.0,1.0,1.0,7.0
barylite,1.0,1.0,1.0,2.0
beryl,1.0,1.0,1.0,9.0
boracite,1.0,1.0,1.0,3.0
calcite,1.0,1.0,1.0,27.0
celadonite,1.0,1.0,1.0,3.0
chabazite-ca,1.0,1.0,1.0,2.0
chabazite-na,1.0,1.0,1.0,2.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,1.0,1.0,1.0,63.0
chromite,0.993993993993994,0.9910179640718563,0.992503748125937,334.0
clinozoisite,0.8333333333333334,1.0,0.9090909090909091,5.0
cordierite,1.0,0.6666666666666666,0.8,3.0
cummingtonite,0.75,0.5,0.6,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,0.9855371900826446,0.9882596685082873,0.9868965517241379,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,1.0,0.7142857142857143,0.8333333333333334,7.0
enstatite,0.9946848899012908,0.9909228441754917,0.9928003031451307,1322.0
epidote,1.0,0.25,0.4,4.0
fayalite,0.9821428571428571,1.0,0.990990990990991,110.0
ferroedenite,0.0,0.0,0.0,3.0
ferrosilite,0.9823529411764705,0.9940476190476191,0.9881656804733728,504.0
fluorapatite,0.9980059820538385,1.0,0.999001996007984,1001.0
fluorbuergerite,1.0,1.0,1.0,2.0
fluorite,1.0,1.0,1.0,3.0
forsterite,0.9969348659003832,0.999231950844854,0.9980820866896817,1302.0
goethite,1.0,1.0,1.0,2.0
grossular,1.0,0.75,0.8571428571428571,12.0
halite,1.0,1.0,1.0,2.0
harmotome,1.0,1.0,1.0,2.0
hauynite,1.0,1.0,1.0,2.0
hedenbergite,0.9570093457943926,0.9715370018975332,0.9642184557438794,527.0
hematite,1.0,1.0,1.0,5.0
heulandite ca,1.0,1.0,1.0,3.0
hydroxylapatite,1.0,1.0,1.0,4.0
ilmenite,0.9859649122807017,0.9982238010657194,0.9920564872021183,563.0
johannsenite,1.0,1.0,1.0,3.0
kaersutite,0.7777777777777778,0.9655172413793104,0.8615384615384616,29.0
kalsilite,1.0,0.8333333333333334,0.9090909090909091,6.0
katophorite,0.0,0.0,0.0,3.0
laumontite,1.0,1.0,1.0,5.0
leucite,0.9929078014184397,1.0,0.99644128113879,140.0
liebenbergite,1.0,1.0,1.0,3.0
magnesiohastingsite,0.0,0.0,0.0,4.0
magnesiohornblende,0.8076923076923077,0.7777777777777778,0.7924528301886793,27.0
magnesite,1.0,1.0,1.0,3.0
magnetite,0.9926362297496318,0.9926362297496318,0.9926362297496318,679.0
malachite,1.0,1.0,1.0,3.0
malayaite,1.0,1.0,1.0,7.0
manganosite,1.0,1.0,1.0,2.0
marokite,1.0,1.0,1.0,3.0
monticellite,1.0,1.0,1.0,4.0
muscovite,0.9914529914529915,0.9957081545064378,0.9935760171306209,233.0
orthoclase,0.9937106918238994,0.9937106918238994,0.9937106918238994,159.0
paragonite,1.0,1.0,1.0,5.0
pargasite,0.8888888888888888,0.5333333333333333,0.6666666666666666,15.0
perovskite,1.0,1.0,1.0,97.0
phlogopite,0.9972144846796658,0.9972144846796658,0.9972144846796658,359.0
powellite,1.0,1.0,1.0,3.0
pyrope,1.0,1.0,1.0,2.0
quartz,0.9827586206896551,0.9661016949152542,0.9743589743589743,59.0
richterite,0.9555555555555556,1.0,0.9772727272727273,43.0
rutile,0.9879518072289156,0.9879518072289156,0.9879518072289156,83.0
sapphirine,1.0,1.0,1.0,3.0
schorl,1.0,1.0,1.0,3.0
serendibite,1.0,1.0,1.0,2.0
sodalite,1.0,1.0,1.0,32.0
stilbite-ca,1.0,1.0,1.0,3.0
titanite,0.9943820224719101,0.9860724233983287,0.9902097902097902,359.0
trevorite,1.0,1.0,1.0,5.0
tschermakite,0.5833333333333334,0.6363636363636364,0.6086956521739131,11.0
witherite,1.0,1.0,1.0,3.0
wollastonite,1.0,1.0,1.0,3.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.9881203295650508,0.9881203295650508,0.9881203295650508,0.9881203295650508
macro avg,0.9452219775917315,0.9080246297203852,0.918701562286636,10438.0
weighted avg,0.987323037860814,0.9881203295650508,0.987160971475116,10438.0
