,precision,recall,f1-score,support
actinolite,0.0030410542321338066,1.0,0.00606366851945427,12.0
aegirine,1.0,0.6666666666666666,0.8,6.0
albite,0.9137931034482759,0.16307692307692306,0.27676240208877284,325.0
analcime,0.0,0.0,0.0,7.0
andalusite,1.0,1.0,1.0,15.0
andradite,1.0,0.3333333333333333,0.5,3.0
anhydrite,1.0,1.0,1.0,4.0
anorthite,0.0,0.0,0.0,8.0
azurite,0.7272727272727273,1.0,0.8421052631578947,8.0
barite,1.0,1.0,1.0,7.0
barylite,1.0,1.0,1.0,2.0
beryl,1.0,1.0,1.0,9.0
boracite,1.0,1.0,1.0,3.0
celadonite,0.0,0.0,0.0,3.0
chabazite-ca,1.0,1.0,1.0,2.0
chabazite-na,0.0,0.0,0.0,2.0
chambersite,1.0,1.0,1.0,4.0
chloroapatite,0.9402985074626866,1.0,0.9692307692307692,63.0
chromite,1.0,0.9341317365269461,0.9659442724458205,334.0
clinozoisite,0.0,0.0,0.0,5.0
cordierite,0.5,0.6666666666666666,0.5714285714285714,3.0
cummingtonite,0.0,0.0,0.0,6.0
cuprite,1.0,1.0,1.0,6.0
diopside,1.0,0.003453038674033149,0.006882312456985547,1448.0
dolomite,1.0,1.0,1.0,32.0
edenite,0.0,0.0,0.0,7.0
enstatite,0.0,0.0,0.0,1322.0
epidote,0.0,0.0,0.0,4.0
fayalite,0.42857142857142855,0.02727272727272727,0.05128205128205128,110.0
fluorite,1.0,1.0,1.0,3.0
forsterite,1.0,0.005376344086021506,0.0106951871657754,1302.0
goethite,1.0,1.0,1.0,2.0
grossular,0.6,0.25,0.35294117647058826,12.0
halite,1.0,1.0,1.0,2.0
harmotome,1.0,1.0,1.0,2.0
hauynite,0.011235955056179775,1.0,0.022222222222222223,2.0
hematite,1.0,1.0,1.0,5.0
hydroxylapatite,1.0,1.0,1.0,4.0
johannsenite,0.375,1.0,0.5454545454545454,3.0
kaersutite,0.022191400832177532,0.5517241379310345,0.042666666666666665,29.0
kalsilite,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.0
katophorite,0.0,0.0,0.0,3.0
laumontite,1.0,1.0,1.0,5.0
leucite,0.8876404494382022,0.5642857142857143,0.6899563318777293,140.0
liebenbergite,0.6,1.0,0.75,3.0
magnesite,1.0,1.0,1.0,3.0
malachite,0.0,0.0,0.0,3.0
malayaite,0.0,0.0,0.0,7.0
manganosite,1.0,1.0,1.0,2.0
marokite,1.0,1.0,1.0,3.0
monticellite,1.0,0.25,0.4,4.0
muscovite,1.0,0.017167381974248927,0.03375527426160337,233.0
orthoclase,1.0,0.06918238993710692,0.12941176470588237,159.0
paragonite,0.0,0.0,0.0,5.0
pargasite,0.0,0.0,0.0,15.0
perovskite,0.8653846153846154,0.4639175257731959,0.6040268456375839,97.0
powellite,1.0,1.0,1.0,3.0
pyrope,0.6666666666666666,1.0,0.8,2.0
quartz,1.0,0.3389830508474576,0.5063291139240507,59.0
richterite,0.0,0.0,0.0,43.0
rutile,1.0,0.7710843373493976,0.8707482993197279,83.0
sapphirine,0.6,1.0,0.75,3.0
schorl,0.0967741935483871,1.0,0.17647058823529413,3.0
serendibite,1.0,1.0,1.0,2.0
sodalite,1.0,0.3125,0.47619047619047616,32.0
stilbite-ca,0.42857142857142855,1.0,0.6,3.0
titanite,0.7368421052631579,0.07799442896935933,0.14105793450881612,359.0
trevorite,1.0,1.0,1.0,5.0
tschermakite,0.0,0.0,0.0,11.0
witherite,1.0,1.0,1.0,3.0
wollastonite,0.3,1.0,0.46153846153846156,3.0
zircon,1.0,1.0,1.0,246.0
accuracy,0.17201078813305365,0.17201078813305365,0.17201078813305365,0.17201078813305365
macro avg,0.6370826430890935,0.5921317093060764,0.5349976509091168,6674.0
weighted avg,0.7398648150044548,0.17201078813305365,0.18927287514256808,6674.0
